n_sources,avg_adaptive,std_adaptive,avg_random,std_random,avg_maxdeg,std_maxdeg,avg_fvs,std_fvs,adaptive_lower_bound,adaptive_upper_bound,relative_error_list
4,0.28,0.5306599664568639,0.32,0.6144916598294887,0.31,0.5948949487094338,0.25,0.45552167895721496,0.22400000000000003,0.28,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(8.307855925892987e-17), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(1.2598588156541822e-16), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(7.891397500013259e-17), np.float64(0.0), np.float64(1.400810080091436e-16), np.float64(2.6612152338070143e-17), np.float64(4.7305433244207065e-17), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(1.0553660790953537e-16), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.8032275783476689), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(1.3116193500238874e-16), np.float64(0.0), np.float64(9.383619310144105e-17), np.float64(0.0), np.float64(1.1333302395578779e-16), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(1.3851555987494345e-16), np.float64(2.770991783611697e-17), np.float64(0.0), np.float64(4.577378863474849e-17), np.float64(0.0), np.float64(7.680959431590696e-17), np.float64(8.870805779887966e-17), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(5.242850836584665e-17), np.float64(6.805172686225961e-17), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(7.973298029100137e-17), np.float64(4.4642836840801324e-17), np.float64(0.0), np.float64(1.6175275108654505e-16), np.float64(0.0), np.float64(0.0), np.float64(0.950925738890761), np.float64(9.954215496559206e-17), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(5.0098117304353014e-17), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(9.502380331181451e-17), np.float64(0.9834667055187971), np.float64(1.1591855294472591e-16), np.float64(9.924170992772073e-17), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(7.454597708342595e-17), np.float64(0.0), np.float64(0.0), np.float64(1.409677192146133e-16), np.float64(0.0), np.float64(0.0), np.float64(0.0)]"
5,0.49,0.5915234568468101,0.63,0.8444524853418339,0.59,0.7628237017817421,0.46,0.5370288632839021,0.392,0.49,"[np.float64(6.073256062893972e-17), np.float64(0.0), np.float64(0.0), np.float64(8.311796340431936e-17), np.float64(0.0), np.float64(0.0), np.float64(1.176613612297104e-16), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(5.1055757459385796e-17), np.float64(6.756037372866131e-17), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(5.595156060154828e-17), np.float64(9.027450075372942e-17), np.float64(0.0), np.float64(1.172177774703489), np.float64(9.93569860984631e-17), np.float64(0.9726008665461955), np.float64(0.7531095881678861), np.float64(1.889988711814216e-17), np.float64(0.0), np.float64(0.0), np.float64(0.7247351207824396), np.float64(0.0), np.float64(8.765783314485647e-17), np.float64(9.548546872491241e-17), np.float64(8.283253439161459e-17), np.float64(0.0), np.float64(9.46974975935778e-17), np.float64(7.202887303032586e-17), np.float64(7.409923396797768e-17), np.float64(7.067438710084663e-17), np.float64(7.689375011205432e-17), np.float64(0.0), np.float64(8.154159479500081e-17), np.float64(0.8262025259160312), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(6.255611174862547e-17), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(1.0411224952277219e-16), np.float64(0.0), np.float64(8.074791343915102e-17), np.float64(0.0), np.float64(8.532786879879357e-17), np.float64(1.0555088357243825), np.float64(7.451825091006651e-17), np.float64(0.0), np.float64(1.0336140729534119e-16), np.float64(0.0), np.float64(0.0), np.float64(1.2764508776832649e-16), np.float64(6.985432559735277e-17), np.float64(0.0), np.float64(0.8616388143084341), np.float64(1.059245418900995e-16), np.float64(0.0), np.float64(0.0), np.float64(8.338710931354963e-17), np.float64(0.0), np.float64(5.626707096026667e-17), np.float64(0.0), np.float64(0.0), np.float64(2.5547817296390334e-17), np.float64(5.554930158204836e-17), np.float64(3.964703482479699e-17), np.float64(0.0), np.float64(0.0), np.float64(5.628398662042148e-17), np.float64(7.826257735949525e-17), np.float64(2.501183096960796e-17), np.float64(7.524443711327093e-17), np.float64(0.0), np.float64(8.813123900822611e-17), np.float64(0.0), np.float64(0.5612321565713324), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(9.827764467567943e-17), np.float64(8.140558904435103e-17), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.9771950261183903), np.float64(1.317575431417071e-16), np.float64(2.3831679840977388e-17)]"
6,0.51,0.5915234568468102,0.7,0.9110433579144297,0.68,0.915204895091804,0.49,0.5566866263886712,0.40800000000000003,0.51,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(8.727005780648029e-17), np.float64(0.0), np.float64(0.5251910087472662), np.float64(0.0), np.float64(4.2920808430317365e-17), np.float64(3.083245471263311e-17), np.float64(0.0), np.float64(6.581698560547349e-17), np.float64(6.322944904019806e-17), np.float64(1.2073137461290158e-16), np.float64(0.0), np.float64(0.0), np.float64(6.098128631513158e-17), np.float64(0.0), np.float64(0.0), np.float64(4.07278490276608e-17), np.float64(2.946212246640581e-17), np.float64(0.0), np.float64(0.49784696642554216), np.float64(0.0), np.float64(8.175582447334477e-17), np.float64(0.0), np.float64(1.0605409778407101e-16), np.float64(9.315290279297089e-17), np.float64(0.0), np.float64(2.7033143711055832e-17), np.float64(9.691120570495607e-17), np.float64(2.3381687059306028e-17), np.float64(5.256399359312233e-17), np.float64(0.0), np.float64(8.870945756996604e-17), np.float64(0.0), np.float64(8.650865675874765e-17), np.float64(5.0969932234764804e-17), np.float64(0.6136315201774798), np.float64(6.69557097613479e-17), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(8.436982496037067e-17), np.float64(3.730935832804732e-17), np.float64(7.477229105812868e-17), np.float64(7.957319317772437e-17), np.float64(5.2557254219230686e-17), np.float64(0.0), np.float64(2.866648537979916e-17), np.float64(9.018542767112775e-17), np.float64(0.0), np.float64(9.118789265571571e-17), np.float64(6.988976682119565e-17), np.float64(3.9311174146222944e-17), np.float64(5.979719382944515e-17), np.float64(7.148134396542415e-17), np.float64(0.0), np.float64(7.962605734583446e-17), np.float64(6.060791171903921e-17), np.float64(4.8723766686914e-17), np.float64(0.0), np.float64(9.031998510040175e-17), np.float64(2.9219530838038354e-17), np.float64(0.0), np.float64(7.152451991889975e-17), np.float64(1.0603476608404003e-16), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(6.795266990006736e-17), np.float64(0.0), np.float64(0.0), np.float64(1.891558328626459e-17), np.float64(0.0), np.float64(3.9072252052066487e-17), np.float64(0.0), np.float64(0.0), np.float64(1.045394029747855e-16), np.float64(0.0), np.float64(6.226041646632427e-17), np.float64(4.5220059281458e-17), np.float64(6.884294261793605e-17), np.float64(1.269417365459446), np.float64(0.0), np.float64(6.192746784523663e-17), np.float64(3.942015032589989e-17), np.float64(0.0), np.float64(0.0), np.float64(3.8387487360742116e-17), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(2.4080343548481058e-17), np.float64(6.041200452085469e-17)]"
7,0.56,0.6374950980203691,0.82,1.0235233265539188,0.75,0.9205976319760985,0.54,0.6069596362197407,0.44800000000000006,0.56,"[np.float64(0.0), np.float64(0.0), np.float64(7.459826097993617e-17), np.float64(0.7714509752321465), np.float64(0.0), np.float64(0.9424073746644457), np.float64(0.0), np.float64(0.0), np.float64(0.8934331596726265), np.float64(0.0), np.float64(6.695604570117461e-17), np.float64(7.983175709953241e-17), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(9.285162885453578e-17), np.float64(0.0), np.float64(6.97213163211233e-17), np.float64(0.0), np.float64(5.896261447587805e-17), np.float64(0.0), np.float64(0.0), np.float64(1.6155863484154373e-17), np.float64(0.1677730517890346), np.float64(3.113610568463216e-17), np.float64(0.7976709794834301), np.float64(0.0), np.float64(0.9200582448987272), np.float64(0.0), np.float64(4.8506045134403343e-17), np.float64(0.0), np.float64(0.0), np.float64(1.1295681584690578), np.float64(6.835117911859453e-17), np.float64(0.0), np.float64(7.388078657671452e-17), np.float64(0.0), np.float64(0.0), np.float64(6.43107510151378e-17), np.float64(0.0), np.float64(2.911615256131987e-17), np.float64(0.0), np.float64(3.953908561025191e-17), np.float64(0.0), np.float64(7.616224619116402e-17), np.float64(2.3479776797322967e-17), np.float64(0.0), np.float64(8.702936764166114e-17), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.9154085227973059), np.float64(1.0324981819740622e-16), np.float64(8.925457318748171e-17), np.float64(0.0), np.float64(7.04357001110966e-17), np.float64(1.2375457611285974e-16), np.float64(1.4623881763690033e-17), np.float64(0.0), np.float64(6.089510316916668e-17), np.float64(1.8973555796455963e-17), np.float64(0.0), np.float64(0.0), np.float64(6.545772974690557e-17), np.float64(0.556183554395181), np.float64(9.505146187409287e-17), np.float64(0.0), np.float64(0.7190455672326046), np.float64(0.0), np.float64(6.895938319670576e-17), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(4.809827327395599e-17), np.float64(4.059600404542581e-17), np.float64(0.0), np.float64(8.110629210483391e-17), np.float64(0.0), np.float64(7.286502222502802e-17), np.float64(0.8348650199930178), np.float64(5.88889657639654e-17), np.float64(1.158263880606328e-16), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.677418852131124), np.float64(5.43018087351055e-17), np.float64(5.640082172634694e-17), np.float64(4.587043038584431e-17), np.float64(3.117874777683783e-17), np.float64(0.0), np.float64(0.0), np.float64(4.2851454020752254e-17), np.float64(1.0012196233922723), np.float64(2.540583990524503e-17), np.float64(0.0), np.float64(0.0)]"
8,0.64,0.6711184694225008,0.92,1.0740577265678042,0.88,1.0322790320451152,0.62,0.6446704584514479,0.512,0.64,"[np.float64(5.16895557794681e-17), np.float64(0.797785672981138), np.float64(9.39514017278129e-17), np.float64(0.0), np.float64(8.497879634087664e-17), np.float64(1.3352451941701867e-16), np.float64(0.9873314816354222), np.float64(0.0), np.float64(0.0), np.float64(8.050471574931179e-17), np.float64(2.1399171898247088e-17), np.float64(0.0), np.float64(0.0), np.float64(6.351573987356575e-17), np.float64(0.0), np.float64(5.574209886754937e-17), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(1.002571987343688e-16), np.float64(0.0), np.float64(5.845086118100023e-17), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(2.181561894194348e-17), np.float64(0.0), np.float64(0.0), np.float64(0.6069522887129489), np.float64(0.0), np.float64(6.903694498800763e-17), np.float64(0.7651320476615179), np.float64(6.892258067166362e-17), np.float64(3.224680041827062e-17), np.float64(0.0), np.float64(7.930186432516841e-17), np.float64(0.39952436358891497), np.float64(0.0), np.float64(6.735763850711014e-17), np.float64(0.0), np.float64(1.9829846712653328e-17), np.float64(0.6623466632448518), np.float64(9.291414361364395e-17), np.float64(0.0), np.float64(8.120027547282273e-17), np.float64(3.96467601431722e-17), np.float64(0.0), np.float64(6.811635531050629e-17), np.float64(0.0), np.float64(0.7782297694672613), np.float64(7.048518775125013e-17), np.float64(7.32027513026565e-17), np.float64(6.726198719470777e-17), np.float64(0.0), np.float64(0.0), np.float64(2.5636946032530712e-17), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(8.934630289514171e-17), np.float64(5.801269332611337e-17), np.float64(0.0), np.float64(9.164375037193871e-17), np.float64(0.0), np.float64(0.0), np.float64(5.954766002619337e-17), np.float64(0.0), np.float64(0.0), np.float64(3.414684473968392e-17), np.float64(7.972928688716136e-17), np.float64(0.0), np.float64(3.735398851251343e-17), np.float64(0.0), np.float64(6.591373181146221e-17), np.float64(6.822691717939513e-17), np.float64(0.7909851949493829), np.float64(0.0), np.float64(0.0), np.float64(5.47021145910466e-17), np.float64(7.298383423968816e-17), np.float64(5.812741890908142e-17), np.float64(0.0), np.float64(5.500448139897284e-17), np.float64(0.3273365559202479), np.float64(0.7937096444495678), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(3.1516604497182025e-17), np.float64(7.991534821254231e-17), np.float64(2.320596685653009e-17), np.float64(0.0), np.float64(0.0), np.float64(7.232618403125977e-17), np.float64(5.422837110100463e-17), np.float64(0.0), np.float64(5.766229972011933e-17), np.float64(0.0)]"
9,0.6,0.6,0.97,1.2037856952132304,0.95,1.1346805717910218,0.58,0.5861740355901138,0.48,0.6,"[np.float64(0.0), np.float64(1.7259037427291507e-17), np.float64(5.3774893027392055e-17), np.float64(0.0), np.float64(0.5685114821814955), np.float64(0.0), np.float64(0.0), np.float64(7.050328986357878e-17), np.float64(6.764080580927148e-17), np.float64(9.534190340405388e-17), np.float64(0.0), np.float64(1.2843287733184792), np.float64(0.0), np.float64(3.517366956738151e-17), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(4.6959042092751423e-17), np.float64(0.0), np.float64(6.707185434666504e-17), np.float64(8.329805902204646e-17), np.float64(0.7379396456479419), np.float64(9.857045081332342e-17), np.float64(5.728868871093331e-17), np.float64(4.1606046801661466e-17), np.float64(7.152690241689484e-17), np.float64(0.0), np.float64(5.2368313958222975e-17), np.float64(0.0), np.float64(5.0965532009024155e-17), np.float64(0.0), np.float64(6.194324525400973e-17), np.float64(5.0836041207152344e-17), np.float64(6.708728598735747e-17), np.float64(5.3528075315285165e-17), np.float64(0.0), np.float64(5.3346785364301075e-17), np.float64(3.6453916965529724e-17), np.float64(0.0), np.float64(1.2774974378194372e-17), np.float64(0.0), np.float64(4.545014384444907e-17), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(8.777257289313274e-17), np.float64(6.731173918344754e-17), np.float64(6.536258412695583e-17), np.float64(0.0), np.float64(6.636380556340415e-17), np.float64(4.6936327195778904e-17), np.float64(0.7308813743536466), np.float64(1.2676457140367459), np.float64(6.790493853220119e-17), np.float64(6.728173634739298e-17), np.float64(6.015227114940937e-17), np.float64(7.045444732428208e-17), np.float64(5.4388059502028385e-17), np.float64(5.499415177557539e-17), np.float64(5.977095352050085e-17), np.float64(0.0), np.float64(0.0), np.float64(9.1636756937841e-17), np.float64(0.0), np.float64(0.8967140064619883), np.float64(7.230419934549106e-17), np.float64(3.0575087945644054e-17), np.float64(0.0), np.float64(6.62393744756113e-17), np.float64(3.215077393161163e-17), np.float64(0.0), np.float64(0.5725875188889622), np.float64(8.895438587380616e-17), np.float64(8.360577234021067e-17), np.float64(7.635189414684936e-17), np.float64(3.5456848937820313e-17), np.float64(8.327122636685363e-17), np.float64(1.068185215706948), np.float64(4.6314061188040735e-17), np.float64(0.0), np.float64(0.0), np.float64(2.98380902197353e-17), np.float64(6.623220525467704e-17), np.float64(3.1994650402830956e-17), np.float64(0.5136779515231236), np.float64(1.0803287126653332e-16), np.float64(9.211704000344848e-17), np.float64(0.0), np.float64(0.0), np.float64(1.6504647805892247e-17), np.float64(1.4263558993626532e-17), np.float64(1.088590703516762e-16), np.float64(8.929085644774424e-17), np.float64(0.0), np.float64(6.70292745932418e-17), np.float64(0.0), np.float64(3.2660490114670487e-17), np.float64(0.8789851763754082), np.float64(5.1104047924457875e-17)]"
10,0.73,0.7050531894828928,1.08,1.2544321424453377,1.02,1.1043550153822819,0.7,0.6708203932499369,0.584,0.73,"[np.float64(5.754513489756839e-17), np.float64(5.677607532076477e-17), np.float64(5.807476037140593e-17), np.float64(0.6005278466714502), np.float64(3.1618694474211934e-17), np.float64(0.4507136887242688), np.float64(1.0410188007870413), np.float64(0.0), np.float64(3.6796220037324496e-17), np.float64(7.966844861857552e-17), np.float64(7.754327039751253e-17), np.float64(0.968132149969622), np.float64(0.0), np.float64(0.0), np.float64(6.623669729682231e-17), np.float64(7.46883001126247e-17), np.float64(0.0), np.float64(6.688391993495939e-17), np.float64(5.988416662759163e-17), np.float64(2.6367538914474118e-17), np.float64(8.328155251805857e-17), np.float64(5.1232882506672063e-17), np.float64(0.0), np.float64(0.0), np.float64(4.456898068656398e-17), np.float64(0.37456143553817034), np.float64(3.053751969287733e-17), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(1.9832125294247e-17), np.float64(5.89961491926612e-17), np.float64(5.942899122601486e-17), np.float64(7.74620642972229e-17), np.float64(3.976856545819546e-17), np.float64(5.1008589871101536e-17), np.float64(0.7640060864773095), np.float64(3.599766191988532e-17), np.float64(1.464823536987706e-17), np.float64(0.0), np.float64(5.882804308313855e-17), np.float64(0.5698991691274701), np.float64(4.714349317087414e-17), np.float64(6.699702014991104e-17), np.float64(6.364287273964304e-17), np.float64(7.649264540599479e-17), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.6861679608342851), np.float64(2.021188849408105e-17), np.float64(0.0), np.float64(5.894847994924358e-17), np.float64(1.0055822437113577e-16), np.float64(0.5097505052447976), np.float64(9.12544179504527e-17), np.float64(4.256838196874413e-17), np.float64(0.0), np.float64(9.676381079313463e-17), np.float64(0.9191532177986564), np.float64(0.0), np.float64(0.0), np.float64(5.4436809281615975e-17), np.float64(0.0), np.float64(0.0), np.float64(0.6972059244983576), np.float64(4.554578048777094e-17), np.float64(8.559981292742791e-17), np.float64(1.0328215258315652e-16), np.float64(5.46259935320448e-17), np.float64(5.881690371258989e-17), np.float64(5.335822253688978e-17), np.float64(0.9011871643730921), np.float64(2.2742782728489175e-17), np.float64(0.0), np.float64(4.4230079850725346e-17), np.float64(5.958631459176422e-17), np.float64(4.5990635693377865e-17), np.float64(0.0), np.float64(9.208336161224031e-17), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(5.905633714479372e-17), np.float64(3.658534342244395e-17), np.float64(8.205352055165697e-17), np.float64(9.033991431453913e-17), np.float64(0.627521548629049), np.float64(0.0), np.float64(0.0), np.float64(0.5753783514132703), np.float64(0.0), np.float64(0.0), np.float64(0.8069246452305645), np.float64(8.306122029882128e-17), np.float64(4.4344107914796693e-17), np.float64(6.788508996768887e-17), np.float64(6.206123099354618e-17)]"
11,0.65,0.6982120021884471,1.05,1.2678722333105965,0.93,1.2186467905016611,0.61,0.6464518543557595,0.52,0.65,"[np.float64(0.0), np.float64(3.1800592141133836e-17), np.float64(9.196136752135026e-17), np.float64(1.724787478729647e-17), np.float64(5.819309588910108e-17), np.float64(0.0), np.float64(0.27543688964013957), np.float64(6.130613966906975e-17), np.float64(4.693489035904379e-17), np.float64(4.6782269365616466e-17), np.float64(4.3861302528794673e-17), np.float64(5.500094470029842e-17), np.float64(3.073617477809083e-17), np.float64(7.451891603807692e-17), np.float64(0.5098811032545245), np.float64(5.028305427480017e-17), np.float64(7.879519576590304e-17), np.float64(7.12577702861961e-17), np.float64(5.5258219152402863e-17), np.float64(0.0), np.float64(0.49848063054272845), np.float64(0.9709949734894605), np.float64(6.83105821151376e-17), np.float64(0.0), np.float64(4.279306386176931e-17), np.float64(0.0), np.float64(3.585510858866269e-17), np.float64(5.814907016130289e-17), np.float64(0.639762356961994), np.float64(0.0), np.float64(6.539166032516249e-17), np.float64(6.508172877092696e-17), np.float64(6.696041770944781e-17), np.float64(5.344856836817736e-17), np.float64(0.7476785369665818), np.float64(0.0), np.float64(1.0610369238768507), np.float64(5.670189441682631e-17), np.float64(0.6503921257933679), np.float64(0.0), np.float64(4.740335408725439e-17), np.float64(0.8239077364875439), np.float64(5.099144421454627e-17), np.float64(2.7371975736840342e-17), np.float64(0.6763132586062736), np.float64(0.15476187637960429), np.float64(5.3835289452554944e-17), np.float64(0.0), np.float64(0.0), np.float64(5.954677812379609e-17), np.float64(6.781681767690193e-17), np.float64(6.929235550964853e-17), np.float64(0.0), np.float64(2.188661659592013e-17), np.float64(4.3633145697644e-17), np.float64(6.219849382291608e-17), np.float64(6.390623434154411e-17), np.float64(0.0), np.float64(7.865809351244328e-17), np.float64(7.347402289193013e-17), np.float64(0.0), np.float64(0.47206711265729834), np.float64(1.814187982407973e-17), np.float64(0.8275797648966593), np.float64(0.0), np.float64(1.894891518924035e-17), np.float64(0.7091346617889257), np.float64(0.4730621523487014), np.float64(0.0), np.float64(3.676142178524451e-17), np.float64(0.3039562088734192), np.float64(0.0), np.float64(5.256290355540065e-17), np.float64(0.0), np.float64(7.749185473390635e-17), np.float64(3.005277235728922e-17), np.float64(2.9592990304529536e-17), np.float64(9.283185659378594e-17), np.float64(2.34646111487096e-17), np.float64(1.8546702461898915e-17), np.float64(4.866770187596476e-17), np.float64(0.0), np.float64(0.0), np.float64(0.6829760538145621), np.float64(0.5559175314476579), np.float64(2.667848706985374e-17), np.float64(0.0), np.float64(3.861116855054346e-17), np.float64(8.225206720650684e-17), np.float64(0.0), np.float64(0.0), np.float64(1.494899386464691e-17), np.float64(1.9659346401869806e-17), np.float64(5.950083999959371e-17), np.float64(1.159612953470616e-17), np.float64(7.793201105736821e-17), np.float64(0.6227512336959697), np.float64(4.4256120806963315e-17), np.float64(2.91742139719416e-17), np.float64(7.400689359587076e-17)]"
12,0.67,0.8252878285786118,1.08,1.3392535234226564,1.09,1.5433405327405876,0.59,0.7084490101623405,0.536,0.67,"[np.float64(2.4710823544765785e-17), np.float64(3.5709271403803983e-17), np.float64(8.639782224412391e-17), np.float64(5.907517036882001e-17), np.float64(6.642543101588717e-17), np.float64(4.945820932132849e-17), np.float64(6.52547913057772e-17), np.float64(5.483627102654989e-17), np.float64(6.575308245179097e-17), np.float64(0.758493681844974), np.float64(5.541051881259312e-17), np.float64(7.593126854272395e-17), np.float64(4.304376030619845e-17), np.float64(4.808628797379601e-17), np.float64(5.897893764144537e-17), np.float64(5.914349150478003e-17), np.float64(0.0), np.float64(0.0), np.float64(0.5425604592699332), np.float64(0.0), np.float64(8.142343926802834e-17), np.float64(7.341604085451991e-17), np.float64(0.1826378223572744), np.float64(0.0), np.float64(2.808665411935784e-17), np.float64(6.342085119965604e-17), np.float64(4.6646447998082304e-17), np.float64(7.826158123136837e-17), np.float64(5.871915551376536e-17), np.float64(5.294410295397962e-17), np.float64(5.659514572523878e-17), np.float64(5.321027230513821e-17), np.float64(9.027818126020144e-17), np.float64(4.126489439228639e-17), np.float64(0.0), np.float64(7.218651834236452e-17), np.float64(6.029753865594953e-17), np.float64(5.903936938691307e-17), np.float64(5.065426248334395e-17), np.float64(7.451524225147122e-17), np.float64(0.5122645926218543), np.float64(0.0), np.float64(4.075413104911836e-17), np.float64(6.459861662503794e-17), np.float64(0.0), np.float64(0.0), np.float64(0.2097092430760437), np.float64(0.0), np.float64(6.908118523255246e-17), np.float64(5.566684391853047e-17), np.float64(4.975708428823181e-17), np.float64(0.0), np.float64(6.150144620363714e-17), np.float64(0.5216354622371868), np.float64(0.6034314243205943), np.float64(0.0), np.float64(7.558779539835589e-17), np.float64(3.42870793726866e-17), np.float64(8.119357926287379e-17), np.float64(0.0), np.float64(0.0), np.float64(5.042548877716138e-17), np.float64(6.01549281901047e-17), np.float64(5.153764257866727e-17), np.float64(0.0), np.float64(3.893053340896093e-17), np.float64(9.747655569960352e-17), np.float64(3.938695398516947e-17), np.float64(0.0), np.float64(0.0), np.float64(9.668229111694483e-17), np.float64(1.4973946296996707e-17), np.float64(4.6876221867500866e-17), np.float64(6.048327370438809e-17), np.float64(5.5313908957192903e-17), np.float64(5.633093052561951e-17), np.float64(5.1784020507900153e-17), np.float64(0.0), np.float64(6.935368720630257e-17), np.float64(4.508647791998736e-17), np.float64(0.6266295776092777), np.float64(5.27479709677154e-17), np.float64(7.112953232868917e-17), np.float64(6.555637393141075e-17), np.float64(4.54757379001272e-17), np.float64(6.090089435528849e-17), np.float64(5.043122624190344e-17), np.float64(6.362924122872707e-17), np.float64(7.111254565502471e-17), np.float64(5.0008601062509743e-17), np.float64(5.977046052372475e-17), np.float64(6.442644921792717e-17), np.float64(3.909464195422559e-17), np.float64(4.1232726742625395e-17), np.float64(5.594873086445021e-17), np.float64(6.424726637231639e-17), np.float64(4.9427103038488614e-17), np.float64(5.0785273032299164e-17), np.float64(0.7119374375885799), np.float64(0.0)]"
